define,"vt.定义,详细说明"
soak,"v.浸,泡,浸透n.浸透"
flow,"n.流程,流动,(河水)泛滥,洋溢vi.流动,涌流,川流不息,飘扬vt.溢过,淹没"
pour,"v.灌注,倾泻,涌入,流,倾盆大雨"
irrigation,"n.灌溉,冲洗"
drift,"n.冲洗,漂流物,观望,漂流v.(使)漂流"
splash,"n.溅,飞溅,斑点v.溅,泼,溅湿"
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
curb,n.路边
intervention,n.干涉
suppress,"vt.镇压,抑制,查禁,使止住"
interference,"n.冲突,干涉"
interfere,"vi.干涉,干预,妨碍,打扰"
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障"
hinder,"adj.后面的v.阻碍,打扰"
obstacle,"n.障碍,妨害物"
restrain,"vt.抑制,制止"
boycott,"n.vt.联合抵制,联合排斥某国货物或与某国绝交"
fold,"n.折,羊栏,折痕,信徒vt.折叠,包,合拢,抱住,笼罩,调入,交迭vi.折叠起来,彻底失败"
carve,"v.雕刻,切开"
twist,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
juggle,"vi.玩戏法,诓骗,篡改vt.耍弄,歪曲,篡改n.玩戏法,魔术,欺骗"
wave,"n.波,波浪,(挥手)示意,致意vi.(挥手)示意,致意,波动,飘动,摇动"
revolve,"v.(使)旋转,考虑,循环出现"
float,"n.漂流物,浮舟,漂浮,浮萍,彩车vi.浮动,飘浮,散播,摇摆,漂浮,动摇(计划等)付诸实行vt.使漂浮,容纳,淹没,发行,实行,用水注满"
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;Serial Line Interface Protocol,串行线路接口协议"
swing,"v.摇摆,摆动,回转,旋转n.秋千,摇摆,摆动"
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
lure,v.引诱
induce,"vt.劝诱,促使,导致,引起,感应"
fetch,"vt.接来,取来,带来,售得,引出,吸引,到达,演绎出vi.取物,绕道而行n.取得,拿,诡计,魂"
dedicate,"vt.献(身),致力,题献(一部著作给某人)"
dedicated,"adj.专注的,献身的"
reception,"n.接待,招待会,接收"
recipient,"adj.容易接受的,感受性强的n.容纳者,容器"
receptor,"n.接受器,感受器,受体"
donate,"v.捐赠,赠予"
cultivate,"vt.培养,耕作"
cultivation,"n.培养,教养,耕作,中耕"
nutrition,"n.营养,营养学"
nutrient,adj.有营养的
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
steal,"v.偷,窃取,偷窃,偷盗"
hijack,"vt.抢劫,劫持,劫机,揩油"
corruption,"n.腐败,贪污,堕落"
corrupt,"adj.腐败的,贪污的,被破坏的,混浊的,(语法)误用的vt.使腐烂,腐蚀,使恶化vi.腐烂,堕落"
bribery,"n.行贿,受贿,贿赂"
gambler,"n.赌博的人,赌徒"
entertainment,"n.款待,娱乐,娱乐表演"
entertaining,"adj.愉快的,有趣的n.招待,款待"
leisure,"n.空闲,闲暇,悠闲,安逸"
concert,"n.音乐会,一致"
relieve,"vt.减轻,解除,援救,救济,换班"
relief,"n.(痛苦等的)减轻,(债务等的)免除,救济,调剂,安慰,浮雕,地貌"
alleviate,"vt.使(痛苦等)易于忍受,减轻"
alleviation,n.缓和
addicted,adj.沉溺于某种嗜好中的
addiction,"n.沉溺,上瘾"
indulge,v.纵容
mean,"adj.低劣的,卑鄙的,普通的,吝啬的,简陋的,平均的,惭愧的,不舒服的vt.意谓,想要,预定vi.用意,有意义n.平均数,中间,中庸"
means,"n.手段,方法v.意味,想要"
meaningless,adj.无意义的
indicate,"vt.指出,显示,象征,预示,需要,简要地说明"
indicator,"n.指示器,[化]指示剂"
indicative,"adj.(～ of) 指示的,预示的,可表示的"
imply,"vt.暗示,意味"
implication,"n.牵连,含意,暗示"
implicit,"adj.暗示的,盲从的,含蓄的,固有的,不怀疑的,绝对的"
entail,"vt.使必需,使蒙受,使承担,遗传给n.[建]限定继承权"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
functional,adj.功能的
available,"adj.可用到的,可利用的,有用的,有空的,接受探访的"
availability,"n.可用性,有效性,实用性"
resource,"n.[pl.] 资源,财力,办法,智谋"
worthwhile,"adj.值得做的,值得出力的"
necessarily,adv.必要地
necessity,"n.必要性,需要,(常 pl.) 必需品"
necessitate,v.成为必要
individual,"n.个人,个体adj.个别的,单独的,个人的"
unique,"adj.唯一的,独特的"
single,"adj.单一的,单身的,单纯的,孤独的,专一的,个别的n.一个,单打,单精度型vt.选出vi.[棒]作一垒打"
mere,"adj.仅仅的,起码的,纯粹的"
solely,"adv.独自地,单独地"
probably,"adv.大概,或许"
possible,"adj.可能的,可能存在或发生的"
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
inevitable,"adj.不可避免的,必然的"
unlikely,"adj.未必的,不太可能的,靠不住的"
definitely,"adv.明确地,干脆地"
assure,"vt.断然地说,确告,保证,担保"
odds,"n.可能的机会,成败的可能性,优势,不均,不平等,几率,差别"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中"
emphasize,"vt.强调,着重v.强调"
emphasis,"n.强调,重点"
highlight,"n.加亮区,精彩场面,最显著(重要)部分vt.加亮,使显著,以强光照射,突出"
concentrate,"v.集中,浓缩"
concentration,"n.集中,集合,专心,浓缩,浓度"
tendency,"n.趋向,倾向"
popularity,"n.普及,流行,声望"
popularize,v.普及
biased,"adj.(统计试验中)结果偏倚的,[数]有偏的"
bias,"n.偏见,偏爱,斜线vt.使存偏见"
dense,"adj.密集的,浓厚的"
density,n.密度
character,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物vt.写,刻,印,使具有特征"
characteristic," ally//adv.表示特adj.特有的,表示绦缘"
characterize,"vt.表现...的特色,刻画的...性格"
particular,"n.细节,详细adj.特殊的,特别的,独特的,详细的,精确的,挑剔"
feature,"n.面貌的一部分(眼,口,鼻等)特征,容貌,特色,特写vt.是...的特色,特写,放映vi.起重要作用"
attribute,"n.属性,品质,特征,加于,归结于"
trait,"n.显著的特点,特性"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节"
difficult,"adj.困难的,艰难的,(人)难相处的"
complex,"adj.复杂的,合成的,综合的n.联合体"
complexity,"n.复杂(性),复杂的事物,复杂性"
complicated,"adj.复杂的,难解的"
intricacy,"n.复杂,错综"
intricate,"adj.复杂的,错综的,难以理解的"
reduce,"vt.减少,缩小,简化,还原"
reduction,"n.减少,缩影,变形,缩减量,约简,缩小,降低,缩图,缩版"
decline,"vi.下倾,下降,下垂v.拒绝,衰落n.下倾,下降,下垂,斜面,斜坡,衰败,衰落"
lack,"n.缺乏,短缺的东西vt.缺乏,没有,需要vi.缺乏,没有"
diminish,"v.(使)减少,(使)变小"
minimum,"adj.最小的,最低的n.最小值,最小化"
minimize,vt.将...减到最少v.最小化
minority,"n.少数,少数民族"
improve,"v.改善,改进"
improvement,"n.改进,进步"
enhance,"vt.提高,增强v.提高"
strengthen,"v.加强,巩固"
upgrade,"n.升级,上升,上坡adv.往上vt.使升级,提升,改良品种"
elevate,"vt.举起,提拔,振奋,提升...的职位"
polish,"n.磨光,光泽,上光剂,优雅,精良vt.擦亮,发亮,磨光,推敲vi.发亮,变光滑adj.波兰的n.波兰人 Polish 波兰(Poland)的"
humanity,"n.人性,人类,博爱,仁慈"
sympathy,"n.同情,同情心"
conscience,"n.良心,道德心"
abstract,"n.摘要,概要,抽象;adj.抽象的,深奥的,理论的;vt.摘要,提炼,抽象化"
ideal,"n.理想adj.理想的,完美的,想象的,观念的,唯心论的"
idealized,
ideology,n.意识形态
concept,"n.观念,概念"
conception,"n.观念,概念"
awareness,"n.知道,晓得"
significant,"adj.有意义的,重大的,重要的"
significance,"n.意义,重要性"
major,"n.<美>[教]主修课,[律]成年人,[乐]大调adj.主修的,成年的,大调的vi.主修"
majority,"n.多数,大半n.[律] 成年"
essential,"adj.本质的,实质的,基本的,提炼的,精华的n.本质,实质,要素,要点"
essence,"n.基本,[哲]本质,香精"
critical,"adj.评论的,鉴定的,批评的,危急的,临界的"
crucial,adj.至关紧要的
chief,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分adj.主要的,首要的,首席的,主任的"
fundamental,"adj.基础的,基本的n.[pl.] 基本原则,基本原理"
primary,"adj.第一位的,主要的,初步的,初级的,原来的,根源的"
primarily,"adv.首先,起初,主要地,根本上"
far-reaching,
primacy,n.首位
prime,"n.最初,青春,精华adj.主要的,最初的,有青春活力的,最好的,第一流的,根本的,[数]素数的v.预先准备好,<口>让人吃(喝)足,灌注,填装"
influential,"adj.有影响的,有势力的"
vital,"adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的"
indispensable,"n.不可缺少之物adj.不可缺少的,绝对必要的"
prominent,"adj.卓越的,显著的,突出的"
core,"n.果核,中心,核心"
principal,"n.负责人,首长,校长,主犯,本金adj.主要的,首要的"
foremost,"adj.(位置或时间)最先的,最初的,最重要的adv.首要地,首先"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
despite," prep.不管,尽管,不论"
whereas," conj.然而,反之,鉴于,尽管,但是"
regardless,"adj.不管,不顾,不注意"
nevertheless," conj.然而,不过adv.仍然,不过"
nonetheless,"adv.虽然如此,但是"
logical,"adj.合乎逻辑的,合理的"
logic,"n.逻辑,逻辑学,逻辑性"
structure,"n.结构,构造,建筑物vt.建筑,构成,组织"
infrastructure,"n.下部构造,基础下部组织"
restructuring,
reasonable,"adj.合理的,有道理的,通情达理的,讲道理的"
reasoning,"n.推理,评理,论证adj.推理的"
systematic,"adj.系统的,体系的"
methodology,"n.方法学,方法论"
struggle,"n.竞争,努力,奋斗vi.努力,奋斗,挣扎vt.尽力使得,使劲移动"
labor,"n.劳动,努力,工作,劳工,分娩,阵痛vi.劳动,努力争取(for),苦干vt.详细分析,麻烦"
endeavor,"n.努力,尽力vi.尽力,努力"
strive,"v.努力,奋斗,力争,斗争"
tough,"n.恶棍adj.强硬的,艰苦的,坚强的,坚韧的,强壮的,吃苦耐劳的,凶恶的,粗暴的adv.<口>强硬地,顽强地vt.<美口>忍受,耐,坚持"
proper,"adj.适当的,正确的,固有的,特有的,有礼貌的,正当的,严格意义上的,彻底的"
improper,"adj.不适当的,不合适的,不正确的,不合礼仪的,不适宜"
due,"n.应得物、权力,[复]应付款adj.应得的,应付的,正当的,预期的,(车、船预定)应到的"
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
appropriate,adj.适当的
inappropriate,"adj.不适当的,不相称的"
sensible,"adj.有感觉的,明智的,有判断力的"
applicable,"adj.可适用的,可应用的"
effectively,"adv.有效地,有力地"
ineffective,"adj.无效的,(指人)工作效率低的"
efficiency,"n.效率,功效"
efficient,"adj.(直接)生效的,有效率的,能干的"
practical,"adj.实际的,实践的,实用的,应用的,有实际经验的"
practically,"adv.实际上,事实上,在实践上adv.几乎,简直"
validity,"n.有效性,合法性,正确性"
valid,"adj.[律]有效的,有根据的,正当的,正确的"
invalidate,vt.使无效
extreme,"adj.尽头的,极端的,极度的,偏激的,最后的n.极端,极端的事物"
particularly,"adv.独特地,显著地"
radical,"adj.根本的,基本的,激进的n.激进分子"
absolute,"adj.完全的,绝对的"
critically,"adv.批评地,用钻研眼光地,精密地,危急地"
specifically,"adv.特定的,明确的"
contrast,"vt.使与...对比,使与...对照vi.和...形成对照n.对比,对照,(对照中的)差异"
contrary,"adj.相反的,逆的,<口语>执拗n.反面adv.相反地"
diverse,"adj.不同的,变化多的"
diversity,"n.差异,多样性"
gap,"n.缺口,裂口,间隙,缝隙,差距,隔阂"
comparison,"n.比较,对照,比喻,比较关系"
comparative,"adj.比较的,相当的"
distinction,"n.区别,差别,级别,特性,声望,显赫"
distinctly,"adv.清楚地,显然"
distinguish,"v.区别,辨别"
distinguished,"adj.卓著的,著名的,高贵的"
discrimination,"n.辨别,区别,识别力,辨别力,歧视"
differentiate,"v.区别,区分"
entire,"adj.全部的,完整的,整个"
general,"n.普通,将军,概要adj.一般的,普通的,综合的,概括的,全面的,大体的 n.常规"
overall,"adj.全部的,全面的"
throughout," prep.遍及,贯穿adv.到处,始终,全部"
comprehensive,"adj.全面的,广泛的,能充分理解的,包容的"
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
universality,"n.普遍性,一般性,多方面性,广泛性"
wholly,"adv.整个,统统,全部,专门地"
link,"n.链环,连结物,火把,链接vt.连结,联合,挽vi.连接起来"
related,"adj.叙述的,讲述的,有关系的"
relatively, 相关地
relate,"vt.叙述,讲,使联系,发生关系"
relative,"n.亲戚,关系词,相关物,亲缘植物adj.有关系的,相对的,比较而言的"
tie,"n.带子,线,鞋带,不分胜负,关系,领带,领结,平局vt.系,打结,扎,约束,与...成平局vi.被用带(或绳子等)系住,结合,打结,不分胜负"
contact,"n.接触,联系vt.接触,联系"
concerning, prep.关于
relevant,"adj.有关的,相应的"
irrelevant,"adj.不相关的adj.不相关的,不切题的"
regarding, prep.关于
duty,"n.义务,责任,职责,职务,税"
responsible,"adj.有责任的,可靠的,可依赖的,负责的"
oblige,"vt.迫使,责成"
obligation,"n.义务,职责,债务"
ought," aux.(～ to [verb]) 应当,应该"
liability,"n.责任,义务,倾向,债务,负债,与assets相对"
exactly,"adv.正确地,严密地"
precisely,adv.adv.正好
precision,"n.精确,精密度,精度"
elaborate,"adj.精心制作的,详细阐述的,精细vt.精心制作,详细阐述v.详细描述"
accuracy,"n.精确性,正确度"
extend,"v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价"
extensive,"adj.广大的,广阔的,广泛的"
extension,"n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的"
broad,"adj.宽的,阔的,广泛的,明朗的,露骨的,显著的,主要的adv.宽阔地n.宽阔部分"
broadly,"adv.宽广地,露骨地,广泛"
expand,"vt.使膨胀,详述,扩张vi.张开,发展"
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚"
vast,"adj.巨大的,辽阔的,大量的,巨额的"
enlarge,"v.扩大,放大"
widen,"v.加宽,放宽,扩展"
spacious,"adj.广大的,大规模的"
material,"n.材料,原料,物资,素材,布料adj.物质的,肉体的,具体的,重要的,实质性的"
materialistic,"adj.唯物论的,唯物主义的"
indeed,
factual,"adj.事实的,实际的"
ordinary,"adj.平常的,普通的,平凡的n.[律] 推事,<英>[宗]罪犯的忏悔牧师"
concrete,"adj.具体的,有形的n.混凝土v.用混凝土修筑,浇混凝土,凝结"
realistic,adj.现实(主义)的
livelihood,"n.生计,谋生"
moreover,"adv.而且,此外"
furthermore,"adv.此外,而且"
additional,"adj.另外的,附加的,额外的"
alongside,adv.在旁 prep.横靠
accompany,"vt.陪伴,伴奏"
giant,"n.巨人,大力士,巨大的动物或植物,伟人,天才adj.庞大的,巨大的"
gigantic,"adj.巨人般的,巨大的"
mass,"n.块,大多数,质量,群众,大量adj.群众的,大规模的,集中的vt.使集合vi.聚集"
massive,"adj.厚重的,大块的,魁伟的,结实的"
substantial,"adj.坚固的,实质的,真实的,充实的"
enormous,"adj.巨大的,庞大的,<古>极恶的,凶暴的"
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
considerable,"adj.相当大(或多)的,值得考虑的,相当可观的"
sizable,"adj.相当大的,大小相当的"
tremendous,"adj.极大的,巨大的"
ruling,"adj.统治的,支配的,主导的,流行的,占统治地位的n.统治,支配,裁决,划线"
supreme,"adj.极度的,极大的,至高的,最高的"
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
leading,"adj.领导的,第一位的,最主要的"
dominant,"adj.有统治权的,占优势的,支配的adj.[生物] 显性的"
dominate,"v.支配,占优势"
predominance,n.优势
prevailing,"adj.占优势的,主要的,流行的"
prevail,"vi.流行,盛行,获胜,成功"
reign,"vi.统治,支配,盛行,占优势n.统治,统治时期,支配"
manipulate,"vt.(熟练地)操作,使用(机器等),操纵(人或市价、市场),利用,应付,假造vt.(熟练地)操作,巧妙地处理"
overshadow,"v.遮蔽,使...失色"
prevalent,"adj.普遍的,流行的"
seldom,"adv.很少,不常"
rarely,"adv.很少地,罕有地"
barely,"adv.仅仅,刚刚,几乎不能"
bare,"adj.赤裸的,无遮蔽的,空的vt.使赤裸,露出"
bit,"n.小块,少量,片刻,马嚼子,辅币vt.上马嚼子,控制 vbl.咬n.[计]位,比特"
somewhat,"adv.稍微,有点,有些"
somehow,adv.不知何故
tiny,"adj.很少的,微小的"
subtle,"adj.狡猾的,敏感的,微妙的,精细的,稀薄的"
slight,"adj.轻微的,微小的"
slightly,"adv.些微地,苗条地"
similarity,"n.类似,类似处"
common,"adj.共同的,公共的,公有的,普通的,庸俗的,伪劣的n.[复][总]平民,公有,普通,共通"
parallel,"adj.平行的,相同的,类似的,并联的n.平行线,平行面,类似,相似物v.相应,平行"
